t_s,coverage,victims_found,cohesion,drones_in_fallback
17.4,0.1703,1,0.667,0
17.5,0.1703,1,0.667,0
17.6,0.1762,1,0.667,0
17.7,0.1762,1,0.667,0
17.8,0.1762,1,0.667,0
17.9,0.1762,1,0.667,0
18.0,0.1782,1,0.667,0
18.1,0.1782,1,0.667,0
18.2,0.1782,1,0.667,0
18.3,0.1782,1,0.667,0
18.4,0.1883,1,0.667,0
18.5,0.1883,1,0.667,0
18.6,0.1883,1,0.667,0
18.7,0.1883,1,0.667,0
18.8,0.1883,1,0.667,0
18.9,0.1883,1,0.667,0
19.0,0.1926,1,0.667,0
19.1,0.1926,1,0.667,0
19.2,0.1942,1,0.667,0
19.3,0.1942,1,0.667,0
19.4,0.1942,1,0.667,0
19.5,0.1942,1,0.667,0
19.6,0.1972,1,0.667,0
19.7,0.1972,1,0.667,0
19.8,0.2034,1,0.667,0
19.9,0.2034,1,0.667,0
20.0,0.2034,1,0.667,0
20.1,0.2034,1,0.667,0
20.2,0.2034,1,0.667,0
20.3,0.2034,1,0.667,0
20.4,0.207,1,0.667,0
20.5,0.207,1,0.667,0
20.6,0.2119,1,0.667,0
20.7,0.2119,1,0.667,0
20.8,0.2119,1,0.667,0
20.9,0.2119,1,0.667,0
21.0,0.2172,1,0.667,0
21.1,0.2172,1,0.667,0
21.2,0.2172,1,0.667,0
21.3,0.2172,1,0.667,0
21.4,0.2208,1,0.667,0
21.5,0.2208,1,0.667,0
21.6,0.2208,1,0.667,0
21.7,0.2208,1,0.667,0
21.8,0.2208,1,0.667,0
21.9,0.2208,1,0.667,0
22.0,0.228,1,0.667,0
22.1,0.228,1,0.667,0
22.2,0.2322,1,0.667,0
22.3,0.2322,1,0.667,0
22.4,0.2345,1,0.667,0
22.5,0.2345,1,0.667,0
22.6,0.2345,1,0.667,0
22.7,0.2345,1,0.667,0
22.8,0.2385,1,0.667,0
22.9,0.2385,1,0.667,0
23.0,0.2407,1,0.667,0
23.1,0.2407,1,0.667,0
23.2,0.2437,1,0.667,0
23.3,0.2437,1,0.667,0
23.4,0.2437,1,0.667,0
23.5,0.2437,1,0.5,0
23.6,0.2463,1,0.5,0
23.7,0.2463,1,0.5,0
23.8,0.2506,1,0.5,0
23.9,0.2506,1,0.5,0
24.0,0.2558,1,0.5,0
24.1,0.2558,1,0.5,0
24.2,0.2558,1,0.5,0
24.3,0.2558,1,0.5,0
24.4,0.2561,1,0.5,0
24.5,0.2561,1,0.5,0
24.6,0.2588,1,0.5,0
24.7,0.2588,1,0.5,0
24.8,0.262,1,0.5,0
24.9,0.262,1,0.5,0
25.0,0.2686,1,0.5,0
25.1,0.2686,1,0.5,0
25.2,0.2686,1,0.5,0
25.3,0.2686,1,0.5,0
25.4,0.2706,1,0.5,0
25.5,0.2706,1,0.5,0
25.6,0.2706,1,0.5,0
25.7,0.2706,1,0.5,0
25.8,0.2732,1,0.5,0
25.9,0.2732,1,0.5,0
26.0,0.2787,1,0.5,0
26.1,0.2787,1,0.5,0
26.2,0.2807,1,0.5,0
26.3,0.2807,1,0.5,0
26.4,0.2866,1,0.5,0
26.5,0.2866,1,0.5,0
26.6,0.2896,1,0.5,0
26.7,0.2896,1,0.5,0
26.8,0.2918,1,0.5,0
26.9,0.2918,1,0.5,0
27.0,0.2961,1,0.5,0
27.1,0.2961,1,0.5,0
27.2,0.2984,1,0.5,0
27.3,0.2984,1,0.5,0
27.4,0.2984,1,0.5,0
27.5,0.2984,1,0.5,0
27.6,0.3017,1,0.5,0
27.7,0.3017,1,0.5,0
27.8,0.3027,1,0.5,0
27.9,0.3027,1,0.5,0
28.0,0.3072,1,0.5,0
28.1,0.3072,1,0.5,0
28.2,0.3072,1,0.5,0
28.3,0.3072,1,0.5,0
28.4,0.3118,1,0.5,0
28.5,0.3118,1,0.5,0
28.6,0.3144,1,0.5,0
28.7,0.3144,1,0.5,0
28.8,0.3167,1,0.5,0
28.9,0.3167,1,0.5,0
29.0,0.3167,1,0.5,0
29.1,0.3167,1,0.5,0
29.2,0.3167,1,0.5,0
29.3,0.3167,1,0.5,0
29.4,0.3223,1,0.5,0
29.5,0.3223,1,0.5,0
29.6,0.3269,1,0.5,0
29.7,0.3269,1,0.5,0
29.8,0.3269,1,0.5,0
29.9,0.3269,1,0.5,0
30.0,0.3272,1,0.5,0
30.1,0.3272,1,0.5,0
30.2,0.3302,1,0.5,0
30.3,0.3302,1,0.5,0
30.4,0.3325,1,0.5,0
30.5,0.3325,1,0.5,0
30.6,0.3348,1,0.5,0
30.7,0.3348,1,0.5,0
30.8,0.3348,1,0.5,0
30.9,0.3348,1,0.5,0
31.0,0.3348,1,0.5,0
31.1,0.3348,1,0.5,0
31.2,0.3364,1,0.5,0
31.3,0.3364,1,0.5,0
31.4,0.339,1,0.5,0
31.5,0.339,1,0.5,0
31.6,0.3413,1,0.5,0
31.7,0.3413,1,0.5,0
31.8,0.3413,1,0.5,0
31.9,0.3413,1,0.5,0
32.0,0.3462,1,0.5,0
32.1,0.3462,1,0.5,0
32.2,0.3462,1,0.5,0
32.3,0.3462,1,0.5,0
32.4,0.3469,1,0.5,0
32.5,0.3469,1,0.5,0
32.6,0.3488,1,0.5,0
32.7,0.3488,1,0.5,0
32.8,0.3508,1,0.5,0
32.9,0.3508,1,0.5,0
33.0,0.3534,2,0.5,0
33.1,0.3534,2,0.5,0
33.2,0.3534,2,0.5,0
33.3,0.3534,2,0.5,0
33.4,0.3564,2,0.5,0
33.5,0.3564,2,0.5,0
33.6,0.3583,2,0.5,0
33.7,0.3583,2,0.5,0
33.8,0.3616,2,0.5,0
33.9,0.3616,2,0.5,0
34.0,0.3616,2,0.5,0
34.1,0.3616,2,0.5,0
34.2,0.3616,2,0.5,0
34.3,0.3616,2,0.5,0
34.4,0.3626,2,0.5,0
34.5,0.3626,2,0.5,0
34.6,0.3672,2,0.5,0
34.7,0.3672,2,0.5,0
34.8,0.3701,2,0.5,0
34.9,0.3701,2,0.5,0
35.0,0.3705,2,0.5,0
35.1,0.3705,2,0.5,0
35.2,0.3714,2,0.5,0
35.3,0.3714,2,0.5,0
35.4,0.375,2,0.5,0
35.5,0.375,2,0.5,0
35.6,0.3767,2,0.5,0
35.7,0.3767,2,0.5,0
35.8,0.3767,2,0.5,0
35.9,0.3767,2,0.5,0
36.0,0.378,2,0.5,0
36.1,0.378,2,0.5,0
36.2,0.3816,2,0.5,0
36.3,0.3816,2,0.5,0
36.4,0.3816,2,0.5,0
36.5,0.3816,2,0.5,0
36.6,0.3832,2,0.5,0
36.7,0.3832,2,0.5,0
36.8,0.3832,2,0.5,0
36.9,0.3832,2,0.5,0
37.0,0.3885,2,0.5,0
37.1,0.3885,2,0.5,0
37.2,0.3885,2,0.5,0
37.3,0.3885,2,0.5,0
37.4,0.3885,2,0.5,0
37.5,0.3885,2,0.5,0
37.6,0.3921,2,0.5,0
37.7,0.3921,2,0.5,0
37.8,0.394,2,0.5,0
37.9,0.394,2,0.5,0
38.0,0.394,2,0.5,0
38.1,0.394,2,0.5,0
38.2,0.394,2,0.5,0
38.3,0.394,2,0.5,0
38.4,0.398,2,0.5,0
38.5,0.398,2,0.5,0
38.6,0.4022,2,0.5,0
38.7,0.4022,2,0.5,0
38.8,0.4022,2,0.5,0
38.9,0.4022,2,0.5,0
39.0,0.4022,2,0.5,0
39.1,0.4022,2,0.5,0
39.2,0.4055,2,0.5,0
39.3,0.4055,2,0.5,0
39.4,0.4081,2,0.5,0
39.5,0.4081,2,0.5,0
39.6,0.4232,2,0.5,0
39.7,0.4232,2,0.5,0
39.8,0.4232,2,0.5,0
39.9,0.4232,2,0.5,0
40.0,0.4261,2,0.5,0
40.1,0.4261,2,0.5,0
40.2,0.4284,2,0.5,0
40.3,0.4284,2,0.5,0
40.4,0.4288,2,0.5,0
40.5,0.4288,2,0.5,0
40.6,0.432,2,0.5,0
40.7,0.432,2,0.5,0
40.8,0.432,2,0.5,0
40.9,0.432,2,0.5,0
41.0,0.436,2,0.5,0
41.1,0.436,2,0.5,0
41.2,0.436,2,0.5,0
41.3,0.436,2,0.5,0
41.4,0.4432,2,0.5,0
41.5,0.4432,2,0.5,0
41.6,0.4445,2,0.5,0
41.7,0.4445,2,0.5,0
41.8,0.4471,2,0.5,0
41.9,0.4471,2,0.5,0
42.0,0.4471,2,0.5,0
42.1,0.4471,2,0.5,0
42.2,0.4504,3,0.5,0
42.3,0.4504,3,0.5,0
42.4,0.4514,3,0.5,0
42.5,0.4514,3,0.5,0
42.6,0.455,3,0.5,0
42.7,0.455,3,0.5,0
42.8,0.455,3,0.5,0
42.9,0.455,3,0.5,0
43.0,0.4602,3,0.5,0
43.1,0.4602,3,0.5,0
43.2,0.4602,3,0.5,0
43.3,0.4602,3,0.5,0
43.4,0.4632,3,0.5,0
43.5,0.4632,3,0.5,0
43.6,0.4632,3,0.5,0
43.7,0.4632,3,0.5,0
43.8,0.4668,3,0.5,0
43.9,0.4668,3,0.5,0
44.0,0.4668,3,0.5,0
44.1,0.4668,3,0.5,0
44.2,0.469,3,0.5,0
44.3,0.469,3,0.5,0
44.4,0.4713,3,0.5,0
44.5,0.4713,3,0.5,0
44.6,0.4713,3,0.5,0
44.7,0.4713,3,0.5,0
44.8,0.4749,3,0.5,0
44.9,0.4749,3,0.5,0
45.0,0.4749,3,0.5,0
45.1,0.4749,3,0.5,0
45.2,0.4779,3,0.5,0
45.3,0.4779,3,0.5,0
45.4,0.4779,3,0.5,0
45.5,0.4779,3,0.5,0
45.6,0.4805,3,0.5,0
45.7,0.4805,3,0.5,0
45.8,0.4805,3,0.5,0
45.9,0.4805,3,0.5,0
46.0,0.4838,3,0.5,0
46.1,0.4838,3,0.5,0
46.2,0.4838,3,0.5,0
46.3,0.4838,3,0.5,0
46.4,0.4871,3,0.5,0
46.5,0.4871,3,0.5,0
46.6,0.4903,4,0.5,0
46.7,0.4903,4,0.5,0
46.8,0.4903,4,0.5,0
46.9,0.4903,4,0.5,0
47.0,0.4936,4,0.5,0
47.1,0.4936,4,0.5,0
47.2,0.4936,4,0.5,0
47.3,0.4936,4,0.5,0
47.4,0.4972,4,0.5,0
47.5,0.4972,4,0.5,0
47.6,0.4982,4,0.5,0
47.7,0.4982,4,0.5,0
47.8,0.4992,4,0.5,0
47.9,0.4992,4,0.5,0
48.0,0.5005,4,0.5,0
48.1,0.5005,4,0.5,0
48.2,0.5061,4,0.5,0
48.3,0.5061,4,0.5,0
48.4,0.5061,4,0.5,0
48.5,0.5061,4,0.5,0
48.6,0.5106,4,0.5,0
48.7,0.5106,4,0.5,0
48.8,0.5142,4,0.5,0
48.9,0.5142,4,0.5,0
49.0,0.5142,4,0.5,0
49.1,0.5142,4,0.5,0
49.2,0.5185,4,0.5,0
49.3,0.5185,4,0.5,0
49.4,0.5185,4,0.5,0
49.5,0.5185,4,0.5,0
49.6,0.5234,4,0.5,0
49.7,0.5234,4,0.5,0
49.8,0.5241,4,0.5,0
49.9,0.5241,4,0.5,0
50.0,0.5251,4,0.5,0
50.1,0.5251,4,0.5,0
50.2,0.5257,4,0.5,0
50.3,0.5257,4,0.5,0
50.4,0.5293,4,0.5,0
50.5,0.5293,4,0.5,0
50.6,0.5306,4,0.5,0
50.7,0.5306,4,0.5,0
50.8,0.5306,4,0.5,0
50.9,0.5306,4,0.5,0
51.0,0.5329,4,0.5,0
51.1,0.5329,4,0.5,0
51.2,0.5342,4,0.5,0
51.3,0.5342,4,0.5,0
51.4,0.5346,4,0.5,0
51.5,0.5346,4,0.5,0
51.6,0.5349,4,0.5,0
51.7,0.5349,4,0.5,0
51.8,0.5359,4,0.5,0
51.9,0.5359,4,0.5,0
52.0,0.5375,4,0.5,0
52.1,0.5375,4,0.5,0
52.2,0.5408,4,0.5,0
52.3,0.5408,4,0.5,0
52.4,0.5411,4,0.5,0
52.5,0.5411,4,0.5,0
52.6,0.5421,4,0.5,0
52.7,0.5421,4,0.5,0
52.8,0.546,4,0.5,0
52.9,0.546,4,0.5,0
53.0,0.548,4,0.5,0
53.1,0.548,4,0.5,0
53.2,0.548,4,0.5,0
53.3,0.548,4,0.5,0
53.4,0.55,4,0.5,0
53.5,0.55,4,0.5,0
53.6,0.5539,4,0.5,0
53.7,0.5539,4,0.5,0
53.8,0.5539,4,0.5,0
53.9,0.5539,4,0.5,0
54.0,0.5594,4,0.5,0
54.1,0.5594,4,0.5,0
54.2,0.5594,4,0.5,0
54.3,0.5594,4,0.5,0
54.4,0.5624,4,0.5,0
54.5,0.5624,4,0.5,0
54.6,0.5634,4,0.5,0
54.7,0.5634,4,0.5,0
54.8,0.5686,4,0.5,0
54.9,0.5686,4,0.5,0
55.0,0.5686,4,0.5,0
55.1,0.5686,4,0.5,0
55.2,0.5716,4,0.5,0
55.3,0.5716,4,0.5,0
55.4,0.5716,4,0.5,0
55.5,0.5716,4,0.5,0
55.6,0.5778,4,0.5,0
55.7,0.5778,4,0.5,0
55.8,0.5811,4,0.5,0
55.9,0.5811,4,0.5,0
56.0,0.5811,4,0.5,0
56.1,0.5811,4,0.5,0
56.2,0.5837,4,0.5,0
56.3,0.5837,4,0.5,0
56.4,0.5837,4,0.5,0
56.5,0.5837,4,0.5,0
56.6,0.5915,4,0.5,0
56.7,0.5915,4,0.5,0
56.8,0.5915,4,0.5,0
56.9,0.5915,4,0.5,0
57.0,0.5922,4,0.333,0
57.1,0.5922,4,0.333,0
57.2,0.5952,4,0.333,0
57.3,0.5952,4,0.333,0
57.4,0.6024,4,0.333,0
57.5,0.6024,4,0.333,0
57.6,0.6047,4,0.333,0
57.7,0.6047,4,0.333,0
57.8,0.6047,4,0.333,0
57.9,0.6047,4,0.333,0
58.0,0.6119,4,0.333,0
58.1,0.6119,4,0.333,0
58.2,0.6142,4,0.333,0
58.3,0.6142,4,0.333,0
58.4,0.6142,4,0.333,0
58.5,0.6142,4,0.333,0
58.6,0.6145,4,0.333,0
58.7,0.6145,4,0.333,0
58.8,0.6168,4,0.333,0
58.9,0.6168,4,0.333,0
59.0,0.621,4,0.333,0
59.1,0.621,4,0.333,0
59.2,0.6256,4,0.333,0
59.3,0.6256,4,0.333,0
59.4,0.6256,4,0.333,0
59.5,0.6256,4,0.333,0
59.6,0.6295,4,0.333,0
59.7,0.6295,4,0.333,0
59.8,0.6295,4,0.333,0
59.9,0.6295,4,0.333,0
60.0,0.6328,4,0.333,0
60.1,0.6328,4,0.333,0
60.2,0.6351,4,0.333,0
60.3,0.6351,4,0.333,0
60.4,0.6413,4,0.333,0
60.5,0.6413,4,0.333,0
60.6,0.6449,4,0.333,0
60.7,0.6449,4,0.333,0
60.8,0.6449,4,0.333,0
60.9,0.6449,4,0.333,0
61.0,0.6469,4,0.333,0
61.1,0.6469,4,0.333,0
61.2,0.6495,4,0.333,0
61.3,0.6495,4,0.333,0
61.4,0.6531,4,0.333,0
61.5,0.6531,4,0.333,0
61.6,0.6531,4,0.333,0
61.7,0.6531,4,0.333,0
61.8,0.6541,4,0.333,0
61.9,0.6541,4,0.333,0
62.0,0.6561,4,0.333,0
62.1,0.6561,4,0.333,0
62.2,0.6597,4,0.333,0
62.3,0.6597,4,0.333,0
62.4,0.662,4,0.333,0
62.5,0.662,4,0.333,0
62.6,0.6626,4,0.333,0
62.7,0.6626,4,0.167,0
62.8,0.6659,4,0.167,0
62.9,0.6659,4,0.167,0
63.0,0.6672,4,0.167,0
63.1,0.6672,4,0.167,0
63.2,0.6672,4,0.167,0
63.3,0.6672,4,0.167,0
63.4,0.6705,4,0.167,0
63.5,0.6705,4,0.167,0
63.6,0.6725,4,0.167,0
63.7,0.6725,4,0.167,0
63.8,0.6725,4,0.167,0
63.9,0.6725,4,0.167,0
64.0,0.6747,4,0.167,0
64.1,0.6747,4,0.167,0
64.2,0.678,4,0.167,0
64.3,0.678,4,0.167,0
64.4,0.678,4,0.167,0
64.5,0.6793,4,0.167,0
64.6,0.6793,4,0.167,0
64.7,0.6793,4,0.167,0
64.8,0.68,4,0.167,0
64.9,0.68,4,0.167,0
65.0,0.68,4,0.167,0
65.1,0.6852,4,0.167,0
65.2,0.6852,4,0.167,0
65.3,0.6852,4,0.167,0
65.4,0.6852,4,0.167,0
65.5,0.6852,4,0.167,0
65.6,0.6852,4,0.167,0
65.7,0.6898,4,0.167,0
65.8,0.6898,4,0.167,0
65.9,0.6898,4,0.167,0
66.0,0.6921,4,0.167,0
66.1,0.6921,4,0.167,0
66.2,0.6921,4,0.167,0
66.3,0.6937,4,0.167,0
66.4,0.6937,4,0.167,0
66.5,0.6937,4,0.167,0
66.6,0.6977,4,0.167,0
66.7,0.6977,4,0.167,0
66.8,0.6977,4,0.167,0
66.9,0.6993,4,0.167,0
67.0,0.6993,4,0.167,0
67.1,0.6993,4,0.167,0
67.2,0.7003,4,0.167,0
67.3,0.7003,4,0.167,0
67.4,0.7003,4,0.167,0
67.5,0.7046,4,0.167,0
67.6,0.7046,4,0.167,0
67.7,0.7046,4,0.167,0
67.8,0.7049,4,0.167,0
67.9,0.7049,4,0.167,0
68.0,0.7049,4,0.167,0
68.1,0.7055,4,0.167,0
68.2,0.7055,4,0.167,0
68.3,0.7055,4,0.167,0
68.4,0.7108,4,0.167,0
68.5,0.7108,4,0.167,0
68.6,0.7108,4,0.167,0
68.7,0.7127,4,0.167,0
68.8,0.7127,4,0.167,0
68.9,0.7127,4,0.167,0
69.0,0.7127,4,0.167,0
69.1,0.7127,4,0.167,0
69.2,0.7127,4,0.167,0
69.3,0.715,4,0.167,0
69.4,0.715,4,0.167,0
69.5,0.715,4,0.167,0
69.6,0.715,4,0.167,0
69.7,0.715,4,0.167,0
69.8,0.715,4,0.167,0
69.9,0.717,4,0.167,0
70.0,0.717,4,0.167,0
70.1,0.717,4,0.167,0
70.2,0.718,4,0.167,0
70.3,0.718,4,0.167,0
70.4,0.718,4,0.167,0
70.5,0.718,4,0.167,0
70.6,0.718,4,0.167,0
70.7,0.718,4,0.167,0
70.8,0.7199,4,0.167,0
70.9,0.7199,4,0.167,0
71.0,0.7199,4,0.167,0
71.1,0.7216,4,0.167,0
71.2,0.7216,4,0.167,0
71.3,0.7216,4,0.167,0
71.4,0.7216,4,0.167,0
71.5,0.7216,4,0.167,0
71.6,0.7216,4,0.167,0
71.7,0.7258,4,0.167,0
71.8,0.7258,4,0.167,0
71.9,0.7258,4,0.167,0
72.0,0.7258,4,0.167,0
72.1,0.7258,4,0.167,0
72.2,0.7258,4,0.167,0
72.3,0.7298,4,0.167,0
72.4,0.7298,4,0.167,0
72.5,0.7298,4,0.167,0
72.6,0.7314,4,0.167,0
72.7,0.7314,4,0.167,0
72.8,0.7314,4,0.167,0
72.9,0.734,4,0.167,0
73.0,0.734,4,0.167,0
73.1,0.734,4,0.167,0
73.2,0.735,4,0.167,0
73.3,0.735,4,0.167,0
73.4,0.735,4,0.167,0
73.5,0.737,4,0.167,0
73.6,0.737,4,0.167,0
73.7,0.737,4,0.167,0
73.8,0.7409,4,0.167,0
73.9,0.7409,4,0.167,0
74.0,0.7409,4,0.167,0
74.1,0.7422,4,0.167,0
74.2,0.7422,4,0.167,0
74.3,0.7422,4,0.167,0
74.4,0.7468,4,0.167,0
74.5,0.7468,4,0.167,0
74.6,0.7468,4,0.167,0
74.7,0.7494,4,0.167,0
74.8,0.7494,4,0.167,0
74.9,0.7494,4,0.167,0
75.0,0.7494,4,0.167,0
75.1,0.7494,4,0.167,0
75.2,0.7494,4,0.167,0
75.3,0.7543,4,0.167,0
75.4,0.7543,4,0.167,0
75.5,0.7543,4,0.167,0
75.6,0.7586,4,0.167,0
75.7,0.7586,4,0.167,0
75.8,0.7586,4,0.167,0
75.9,0.7586,4,0.167,0
76.0,0.7586,4,0.167,0
76.1,0.7586,4,0.167,0
76.2,0.7609,4,0.167,0
76.3,0.7609,4,0.167,0
76.4,0.7609,4,0.167,0
76.5,0.7648,4,0.167,0
76.6,0.7648,4,0.167,0
76.7,0.7648,4,0.167,0
76.8,0.7691,4,0.167,0
76.9,0.7691,4,0.167,0
77.0,0.7691,4,0.167,0
77.1,0.7691,4,0.167,0
77.2,0.7691,4,0.167,0
77.3,0.7691,4,0.167,0
77.4,0.7733,5,0.167,0
77.5,0.7733,5,0.167,0
77.6,0.7733,5,0.167,0
77.7,0.776,5,0.167,0
77.8,0.776,5,0.167,0
77.9,0.776,5,0.167,0
78.0,0.776,5,0.167,0
78.1,0.776,5,0.167,0
78.2,0.776,5,0.167,0
78.3,0.7809,5,0.167,0
78.4,0.7809,5,0.167,0
78.5,0.7809,5,0.167,0
78.6,0.7881,5,0.167,0
78.7,0.7881,5,0.167,0
78.8,0.7881,5,0.167,0
78.9,0.7881,5,0.167,0
79.0,0.7881,5,0.167,0
79.1,0.7881,5,0.167,0
79.2,0.7907,5,0.167,0
79.3,0.7907,5,0.167,0
79.4,0.7907,5,0.167,0
79.5,0.7907,5,0.167,0
79.6,0.7907,5,0.167,0
79.7,0.7907,5,0.167,0
79.8,0.793,5,0.167,0
79.9,0.793,5,0.167,0
80.0,0.793,5,0.167,0
80.1,0.7969,5,0.167,0
80.2,0.7969,5,0.167,0
80.3,0.7969,5,0.167,0
80.4,0.7992,5,0.167,0
80.5,0.7992,5,0.167,0
80.6,0.7992,5,0.167,0
80.7,0.7992,5,0.167,0
80.8,0.7992,5,0.167,0
80.9,0.7992,5,0.167,0
81.0,0.8015,5,0.167,0
81.1,0.8015,5,0.167,0
81.2,0.8015,5,0.167,0
81.3,0.8025,5,0.167,0
81.4,0.8025,5,0.333,0
81.5,0.8025,5,0.333,0
81.6,0.8035,5,0.333,0
81.7,0.8035,5,0.333,0
81.8,0.8035,5,0.333,0
81.9,0.8064,5,0.333,0
82.0,0.8064,5,0.333,0
82.1,0.8064,5,0.333,0
82.2,0.8064,5,0.333,0
82.3,0.8064,5,0.333,0
82.4,0.8064,5,0.333,0
